Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1994 ,351999 ,  ,991 ,Sum of Others ,20 ,  ,  ,  ,  ,16600
1994 ,351999 ,  , 999, State Totals,20 ,  ,0 ,  ,    ,16600
1994 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,39118 ,60 ,TONS ,2347000
1994 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,13420 ,55 ,TONS ,738000
1994 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,69700 ,62 ,TONS ,4321000
1994 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,13647 ,58 ,TONS ,792000
1994 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,126000 ,81 ,TONS ,10201000
1994 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1098 ,72 ,TONS ,79000
1994 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,70844 ,60 ,TONS ,4251000
1994 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,123000 ,69 ,TONS ,8450000
1994 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,73500 ,61 ,TONS ,4484000
1994 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,712 ,50 ,TONS ,35600
1994 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,141000 ,57 ,TONS ,8037000
1994 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,655 ,58 ,TONS ,37700
1994 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,35600 ,74 ,TONS ,2634000
1994 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1176 ,57 ,TONS ,67000
1994 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,709470 ,66 ,    ,46474300
1994 ,261999 ,ALMONDS ALL ,7 ,Butte ,35970 ,0.87 ,31294 ,2400 ,TONS ,75106000
1994 ,261999 ,ALMONDS ALL ,11 ,Colusa ,17750 ,0.56 ,9940 ,2400 ,TONS ,23856000
1994 ,261999 ,ALMONDS ALL ,19 ,Fresno ,42016 ,0.92 ,38700 ,2640 ,TONS ,102168000
1994 ,261999 ,ALMONDS ALL ,21 ,Glenn ,17200 ,0.63 ,10918 ,2230 ,TONS ,24347000
1994 ,261999 ,ALMONDS ALL ,29 ,Kern ,72591 ,0.98 ,71100 ,2598 ,TONS ,184703000
1994 ,261999 ,ALMONDS ALL ,31 ,Kings ,1747 ,0.87 ,1520 ,2507 ,TONS ,3810000
1994 ,261999 ,ALMONDS ALL ,39 ,Madera ,39800 ,0.89 ,35422 ,2700 ,TONS ,95639000
1994 ,261999 ,ALMONDS ALL ,47 ,Merced ,68837 ,0.85 ,58500 ,2600 ,TONS ,152100000
1994 ,261999 ,ALMONDS ALL ,67 ,Sacramento ,170 ,0.59 ,100 ,2460 ,TONS ,246000
1994 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,40400 ,0.80 ,32300 ,2502 ,TONS ,80800000
1994 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,2200 ,0.04 ,88 ,4602 ,TONS ,405000
1994 ,261999 ,ALMONDS ALL ,95 ,Solano ,1430 ,0.40 ,569 ,2301 ,TONS ,1309400
