Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1995 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,17309 ,84 ,TONS ,1454000
1995 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,12285 ,80 ,TONS ,983000
1995 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,49500 ,78 ,TONS ,3861000
1995 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,7750 ,84 ,TONS ,649000
1995 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,75700 ,93 ,TONS ,7018000
1995 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,689 ,90 ,TONS ,62000
1995 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,38111 ,70 ,TONS ,2668000
1995 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,68135 ,80 ,TONS ,5458000
1995 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,48247 ,75 ,TONS ,3619000
1995 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,268 ,70 ,TONS ,18700
1995 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,68500 ,76 ,TONS ,5206000
1995 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,261 ,58 ,TONS ,15100
1995 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,10900 ,72 ,TONS ,785000
1995 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,515 ,60 ,TONS ,31000
1995 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,398170 ,80 ,    ,31827800
1995 ,261999 ,ALMONDS ALL ,7 ,Butte ,34183 ,0.41 ,14015 ,5000 ,TONS ,70075000
1995 ,261999 ,ALMONDS ALL ,11 ,Colusa ,18200 ,0.50 ,9100 ,5200 ,TONS ,47320000
1995 ,261999 ,ALMONDS ALL ,19 ,Fresno ,41568 ,0.55 ,22900 ,4800 ,TONS ,109920000
1995 ,261999 ,ALMONDS ALL ,21 ,Glenn ,17301 ,0.32 ,5536 ,5200 ,TONS ,28787000
1995 ,261999 ,ALMONDS ALL ,29 ,Kern ,67638 ,0.48 ,32200 ,5000 ,TONS ,161012000
1995 ,261999 ,ALMONDS ALL ,31 ,Kings ,2070 ,0.63 ,1304 ,4377 ,TONS ,5707000
1995 ,261999 ,ALMONDS ALL ,39 ,Madera ,40544 ,0.47 ,19056 ,4880 ,TONS ,92993000
1995 ,261999 ,ALMONDS ALL ,47 ,Merced ,72001 ,0.39 ,28436 ,4960 ,TONS ,141043000
1995 ,261999 ,ALMONDS ALL ,67 ,Sacramento ,176 ,0.40 ,70 ,4800 ,TONS ,336000
1995 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,40206 ,0.48 ,19299 ,4450 ,TONS ,85880000
1995 ,261999 ,ALMONDS ALL ,95 ,Solano ,1415 ,0.15 ,214 ,3350 ,TONS ,717000
1995 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,67100 ,0.46 ,30866 ,4700 ,TONS ,145070000
1995 ,261999 ,ALMONDS ALL ,101 ,Sutter ,3074 ,0.34 ,1045 ,4955 ,TONS ,5177700
1995 ,261999 ,ALMONDS ALL ,103 ,Tehama ,5405 ,0.55 ,2973 ,4685 ,TONS ,13929000
1995 ,261999 ,ALMONDS ALL ,107 ,Tulare ,11559 ,0.37 ,4280 ,4780 ,TONS ,20458000
1995 ,261999 ,ALMONDS ALL ,113 ,Yolo ,5147 ,0.63 ,3225 ,5173 ,TONS ,16683000
1995 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1526 ,0.27 ,412 ,5500 ,TONS ,2266000
1995 ,261999 ,ALMONDS ALL , 999, State Totals,429113 ,0.45 ,194931 ,4860 ,    ,947373700
1995 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,466 ,13.73 ,6400 ,455 ,TONS ,2915000
1995 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,234 ,  ,  ,  ,  ,968100
1995 ,333999 ,ANISE (FENNEL) , 999, State Totals,700 ,13.73 ,6400 ,455 ,    ,3883100
