Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1990 ,172299 ,  ,21 ,Glenn ,3991 ,0.15 ,607 ,1939 ,TONS ,1177000
1990 ,172299 ,  , 999, State Totals,3991 ,0.15 ,607 ,1939 ,    ,1177000
1990 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,42118 ,59 ,TONS ,2485000
1990 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,12680 ,65 ,TONS ,824000
1990 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,54400 ,70 ,TONS ,3808000
1990 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,12276 ,65 ,TONS ,798000
1990 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,139000 ,77 ,TONS ,10694000
1990 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1045 ,72 ,TONS ,75000
1990 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,55522 ,70 ,TONS ,3887000
1990 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,116000 ,66 ,TONS ,7633000
1990 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,57100 ,63 ,TONS ,3597000
1990 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,810 ,28 ,TONS ,22700
1990 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,128000 ,70 ,TONS ,8960000
1990 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,752 ,45 ,TONS ,33800
1990 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,17300 ,68 ,TONS ,1176000
1990 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,2300 ,50 ,TONS ,115000
1990 ,268099 ,ALMOND HULLS ,991 ,Sum of Others ,  ,  ,  ,  ,  ,294000
1990 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,639303 ,69 ,    ,44402500
1990 ,261999 ,ALMONDS ALL ,7 ,Butte ,37870 ,0.89 ,33700 ,1825 ,TONS ,61503000
1990 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,  ,  ,4 ,1575 ,TONS ,6300
1990 ,261999 ,ALMONDS ALL ,11 ,Colusa ,16900 ,0.60 ,10140 ,1800 ,TONS ,18252000
1990 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,120 ,0.06 ,7 ,1600 ,TONS ,11200
1990 ,261999 ,ALMONDS ALL ,19 ,Fresno ,29367 ,0.93 ,27300 ,1800 ,TONS ,49140000
1990 ,261999 ,ALMONDS ALL ,21 ,Glenn ,14659 ,0.67 ,9821 ,1650 ,TONS ,16205000
1990 ,261999 ,ALMONDS ALL ,29 ,Kern ,73526 ,0.85 ,62300 ,1719 ,TONS ,107106000
1990 ,261999 ,ALMONDS ALL ,31 ,Kings ,3061 ,0.76 ,2326 ,1973 ,TONS ,4590000
1990 ,261999 ,ALMONDS ALL ,39 ,Madera ,39659 ,0.70 ,27761 ,1780 ,TONS ,49415000
1990 ,261999 ,ALMONDS ALL ,47 ,Merced ,66342 ,0.86 ,57100 ,1800 ,TONS ,102780000
1990 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,36600 ,0.78 ,28600 ,1700 ,TONS ,48606000
1990 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,3299 ,0.01 ,36 ,4111 ,TONS ,148000
1990 ,261999 ,ALMONDS ALL ,95 ,Solano ,1686 ,0.38 ,648 ,1507 ,TONS ,976400
1990 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,69500 ,0.92 ,63900 ,1720 ,TONS ,109908000
1990 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4299 ,0.70 ,3009 ,1650 ,TONS ,4964900
1990 ,261999 ,ALMONDS ALL ,103 ,Tehama ,6928 ,0.58 ,4045 ,1664 ,TONS ,6731000
1990 ,261999 ,ALMONDS ALL ,107 ,Tulare ,8977 ,0.76 ,6820 ,1620 ,TONS ,11048000
1990 ,261999 ,ALMONDS ALL ,113 ,Yolo ,7546 ,0.41 ,3094 ,1700 ,TONS ,5260000
1990 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1840 ,0.76 ,1398 ,1500 ,TONS ,2097600
1990 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,10 ,  ,  ,  ,  ,10900
1990 ,261999 ,ALMONDS ALL , 999, State Totals,422189 ,0.81 ,342009 ,1751 ,    ,598759300
1990 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,466 ,14.16 ,6600 ,505 ,TONS ,3334000
1990 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,167 ,  ,  ,  ,  ,718900
1990 ,333999 ,ANISE (FENNEL) , 999, State Totals,633 ,14.16 ,6600 ,505 ,    ,4052900
1990 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,71 ,San Bernardino ,  ,  ,2416 ,24 ,PKG ,58000
1990 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,5900 ,24 ,PKG ,142800
1990 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,8316 ,24 ,    ,200800
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,8000 ,6 ,LB ,48000
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,67000 ,4 ,LBS ,247000
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,22800 ,4 ,LBS ,91000
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,61 ,Placer ,  ,  ,25000 ,4 ,LBS ,100000
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,18900 ,4 ,LBS ,68200
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,1840 ,8 ,LBS ,14600
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,8000 ,4 ,LBS ,33600
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,10100 ,4 ,LBS ,40400
1990 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,161640 ,4 ,    ,642800
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,28000 ,5 ,EACH ,140000
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,65000 ,5 ,EACH ,320000
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,4500 ,5 ,EACH ,23000
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,61 ,Placer ,  ,  ,3600 ,5 ,EACH ,18000
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,12000 ,6 ,EACH ,72000
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,107400 ,5 ,EACH ,553100
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,95 ,Solano ,  ,  ,18220 ,6 ,EACH ,104800
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,5000 ,5 ,EACH ,26300
1990 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,18750 ,5 ,EACH ,92800
