Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1997 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,34995 ,78 ,TONS ,2730000
1997 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,18280 ,80 ,TONS ,1462000
1997 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,103000 ,85 ,TONS ,8755000
1997 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,13664 ,80 ,TONS ,1093000
1997 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,239000 ,47 ,TONS ,11178000
1997 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,802 ,91 ,TONS ,73000
1997 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,99483 ,84 ,TONS ,8357000
1997 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,130890 ,84 ,TONS ,10977000
1997 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,73500 ,75 ,TONS ,5513000
1997 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,718 ,67 ,TONS ,48100
1997 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,118000 ,83 ,TONS ,9794000
1997 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,612 ,70 ,TONS ,42800
1997 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,34300 ,90 ,TONS ,3087000
1997 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1076 ,75 ,TONS ,81000
1997 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,868320 ,73 ,    ,63190900
1997 ,261999 ,ALMONDS ALL ,7 ,Butte ,31814 ,0.88 ,27996 ,3100 ,TONS ,86788000
1997 ,261999 ,ALMONDS ALL ,11 ,Colusa ,19200 ,0.70 ,13440 ,3000 ,TONS ,40320000
1997 ,261999 ,ALMONDS ALL ,19 ,Fresno ,45529 ,1.19 ,54200 ,3400 ,TONS ,184280000
1997 ,261999 ,ALMONDS ALL ,21 ,Glenn ,17808 ,0.61 ,10931 ,2985 ,TONS ,32630000
1997 ,261999 ,ALMONDS ALL ,29 ,Kern ,72620 ,0.83 ,60600 ,3058 ,TONS ,185336000
1997 ,261999 ,ALMONDS ALL ,31 ,Kings ,2294 ,1.00 ,2294 ,3120 ,TONS ,7157000
1997 ,261999 ,ALMONDS ALL ,39 ,Madera ,42514 ,1.17 ,49741 ,3100 ,TONS ,154197000
1997 ,261999 ,ALMONDS ALL ,47 ,Merced ,72186 ,0.83 ,60180 ,3118 ,TONS ,187640000
1997 ,261999 ,ALMONDS ALL ,67 ,Sacramento ,158 ,0.50 ,79 ,3051 ,TONS ,241000
1997 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,36800 ,0.80 ,29400 ,3200 ,TONS ,94080000
1997 ,261999 ,ALMONDS ALL ,95 ,Solano ,1358 ,0.42 ,575 ,2998 ,TONS ,1723800
1997 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,82900 ,1.00 ,82900 ,3000 ,TONS ,248700000
1997 ,261999 ,ALMONDS ALL ,101 ,Sutter ,3450 ,0.71 ,2450 ,2984 ,TONS ,7309600
1997 ,261999 ,ALMONDS ALL ,103 ,Tehama ,6331 ,0.80 ,5065 ,3000 ,TONS ,15195000
1997 ,261999 ,ALMONDS ALL ,107 ,Tulare ,12412 ,1.09 ,13500 ,3100 ,TONS ,41850000
1997 ,261999 ,ALMONDS ALL ,113 ,Yolo ,4800 ,0.55 ,2640 ,3034 ,TONS ,8010000
1997 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1118 ,0.77 ,861 ,2799 ,TONS ,2410000
1997 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,2 ,  ,  ,  ,  ,5400
1997 ,261999 ,ALMONDS ALL , 999, State Totals,453294 ,0.92 ,416852 ,3113 ,    ,1297872800
1997 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,170 ,12.47 ,2120 ,426 ,TONS ,904000
1997 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,241 ,  ,  ,  ,  ,948500
1997 ,333999 ,ANISE (FENNEL) , 999, State Totals,411 ,12.47 ,2120 ,426 ,    ,1852500
1997 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,5500 ,31 ,EACH ,168900
1997 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,5500 ,31 ,    ,168900
1997 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,5500 ,5 ,LBS ,29000
1997 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,104000 ,6 ,LBS ,572000
1997 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,46600 ,6 ,LBS ,278000
1997 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,16300 ,7 ,LBS ,113500
1997 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,5400 ,10 ,LBS ,53200
