Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
2009 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,43944 ,80.00 ,Tons ,3515500
2009 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,47400 ,80.00 ,Tons ,3792000
2009 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,283000 ,100.00 ,Tons ,28300000
2009 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,29860 ,80.01 ,Tons ,2389000
2009 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,358200 ,98.82 ,Tons ,35398000
2009 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,20351 ,98.52 ,Tons ,2005000
2009 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,114936 ,86.00 ,TONS ,9884000
2009 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,157245 ,84.37 ,Tons ,13267000
2009 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,106400 ,104.00 ,Tons ,11066000
2009 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,268000 ,86.00 ,Tons ,23048000
2009 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,561 ,80.04 ,Tons ,44900
2009 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,50600 ,103.99 ,Tons ,5262000
2009 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,691 ,78.15 ,Tons ,54000
2009 ,268099 ,ALMOND HULLS ,991 ,Sum of Others ,  ,  ,96255 ,20.46 ,Tons ,1968900
2009 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,1577443 ,88.75 ,    ,139994300
2009 ,261999 ,ALMONDS ALL ,7 ,Butte ,38548 ,0.76 ,29296 ,3100.00 ,Tons ,90817600
2009 ,261999 ,ALMONDS ALL ,11 ,Colusa ,36050 ,1.05 ,37853 ,3399.97 ,Tons ,128699000
2009 ,261999 ,ALMONDS ALL ,19 ,Fresno ,121000 ,1.16 ,140000 ,3376.00 ,Tons ,472640000
2009 ,261999 ,ALMONDS ALL ,21 ,Glenn ,30626 ,0.78 ,23888 ,3399.99 ,Tons ,81219000
2009 ,261999 ,ALMONDS ALL ,29 ,Kern ,134000 ,1.01 ,135000 ,3000.37 ,Tons ,405050000
2009 ,261999 ,ALMONDS ALL ,31 ,Kings ,14030 ,0.73 ,10242 ,3339.97 ,Tons ,34208000
2009 ,261999 ,ALMONDS ALL ,39 ,Madera ,68000 ,0.79 ,53720 ,3018.00 ,TONS ,162127000
2009 ,261999 ,ALMONDS ALL ,47 ,Merced ,94635 ,0.82 ,77600 ,3160.01 ,Tons ,245217000
2009 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,47800 ,0.99 ,47300 ,2840.00 ,Tons ,134332000
2009 ,261999 ,ALMONDS ALL ,95 ,Solano ,3322 ,0.78 ,2591 ,2971.17 ,Tons ,7698300
2009 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,134003 ,1.00 ,134000 ,3400.00 ,Tons ,455600000
2009 ,261999 ,ALMONDS ALL ,101 ,Sutter ,2338 ,0.96 ,2244 ,2684.98 ,Tons ,6025100
2009 ,261999 ,ALMONDS ALL ,103 ,Tehama ,9570 ,0.85 ,8135 ,2677.00 ,TONS ,21777400
2009 ,261999 ,ALMONDS ALL ,107 ,Tulare ,25500 ,0.97 ,24700 ,3670.00 ,Tons ,90649000
2009 ,261999 ,ALMONDS ALL ,113 ,Yolo ,12080 ,0.85 ,10268 ,2433.53 ,Tons ,24987500
2009 ,261999 ,ALMONDS ALL ,115 ,Yuba ,650 ,0.85 ,553 ,2598.55 ,Tons ,1437000
2009 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,877 ,5.06 ,4435 ,755.42 ,Tons ,3350300
2009 ,261999 ,ALMONDS ALL , 999, State Totals,773029 ,0.96 ,741825 ,3189.21 ,    ,2365834200
2009 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,649 ,17.26 ,11200 ,585.71 ,Tons ,6560000
2009 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,36 ,5.83 ,210 ,1886.19 ,Tons ,396100
2009 ,333999 ,ANISE (FENNEL) , 999, State Totals,685 ,16.66 ,11410 ,609.65 ,    ,6956100
2009 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,5727 ,58.49 ,Each ,335000
2009 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,5727 ,58.49 ,    ,335000
2009 ,483999 ,APIARY PRODUCTS BEES PACKAGED ,11 ,Colusa ,  ,  ,4900 ,12.04 ,Lbs ,59000
2009 ,483999 ,APIARY PRODUCTS BEES PACKAGED ,21 ,Glenn ,  ,  ,173172 ,11.46 ,Lbs ,1985000
2009 ,483999 ,APIARY PRODUCTS BEES PACKAGED ,47 ,Merced ,  ,  ,69586 ,10.99 ,Lbs ,765000
2009 ,483999 ,APIARY PRODUCTS BEES PACKAGED , 999, State Totals,0 ,  ,247658 ,11.34 ,    ,2809000
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,42000 ,15.00 ,Each ,630000
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,208283 ,15.80 ,Each ,3291000
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,37147 ,10.53 ,Each ,391000
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,600 ,16.00 ,Each ,9600
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,73 ,San Diego ,  ,  ,  ,  ,  ,80500
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,136990 ,15.80 ,Each ,2164400
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,14000 ,14.00 ,Each ,196000
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN ,991 ,Sum of Others ,  ,  ,35475 ,15.28 ,Each ,542100
2009 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,474495 ,15.22 ,    ,7304600
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,7 ,Butte ,  ,  ,  ,  ,  ,669800
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,9 ,Calaveras ,  ,  ,  ,  ,  ,91400
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,17 ,El Dorado ,  ,  ,  ,  ,  ,720000
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,29 ,Kern ,  ,  ,  ,  ,  ,400000
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,61 ,Placer ,  ,  ,  ,  ,  ,76300
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,67 ,Sacramento ,  ,  ,  ,  ,  ,90000
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,77 ,San Joaquin ,  ,  ,  ,  ,  ,3169000
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,89 ,Shasta ,  ,  ,  ,  ,  ,301300
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,95 ,Solano ,  ,  ,  ,  ,  ,350400
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,97 ,Sonoma ,  ,  ,  ,  ,  ,378100
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,103 ,Tehama ,  ,  ,  ,  ,  ,4173700
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,109 ,Tuolumne ,  ,  ,  ,  ,  ,63400
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,113 ,Yolo ,  ,  ,  ,  ,  ,5436800
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,115 ,Yuba ,  ,  ,  ,  ,  ,55000
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED ,991 ,Sum of Others ,  ,  ,  ,  ,  ,7700
2009 ,489999 ,APIARY PRODUCTS BEES UNSPECIFIED , 999, State Totals,0 ,  ,0 ,  ,    ,15982900
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,180 ,6.00 ,Lbs ,1080
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,117000 ,2.16 ,Lbs ,253000
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,1000 ,1.50 ,Lbs ,1500
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,16475 ,1.70 ,LBS ,28000
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,317000 ,2.15 ,Lbs ,681000
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,9075 ,2.27 ,Lbs ,20600
2009 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,3096 ,2.55 ,Lbs ,7900
