Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
  ,  ,  , 999, State Totals,0 ,  ,0 ,  ,    ,0
1996 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,24500 ,80 ,TONS ,1960000
1996 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,14025 ,75 ,TONS ,1052000
1996 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,59100 ,80 ,TONS ,4728000
1996 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,10658 ,80 ,TONS ,853000
1996 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,197000 ,78 ,TONS ,15347000
1996 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,907 ,90 ,TONS ,82000
1996 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,51862 ,84 ,TONS ,4356000
1996 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,102439 ,84 ,TONS ,8603000
1996 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,59748 ,75 ,TONS ,4481000
1996 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,506 ,65 ,TONS ,32900
1996 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,69200 ,82 ,TONS ,5674000
1996 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,407 ,70 ,TONS ,28500
1996 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,26400 ,84 ,TONS ,2218000
1996 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,642 ,73 ,TONS ,47000
1996 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,617394 ,80 ,    ,49462400
1996 ,261999 ,ALMONDS ALL ,7 ,Butte ,31159 ,0.63 ,19630 ,4270 ,TONS ,83820000
1996 ,261999 ,ALMONDS ALL ,11 ,Colusa ,18700 ,0.60 ,11220 ,4200 ,TONS ,47124000
1996 ,261999 ,ALMONDS ALL ,19 ,Fresno ,43771 ,0.71 ,31100 ,4160 ,TONS ,129376000
1996 ,261999 ,ALMONDS ALL ,21 ,Glenn ,17400 ,0.49 ,8526 ,4075 ,TONS ,34743000
1996 ,261999 ,ALMONDS ALL ,29 ,Kern ,73383 ,0.64 ,47200 ,4065 ,TONS ,191860000
1996 ,261999 ,ALMONDS ALL ,31 ,Kings ,2139 ,0.80 ,1711 ,4067 ,TONS ,6959000
1996 ,261999 ,ALMONDS ALL ,39 ,Madera ,41160 ,0.63 ,25931 ,4020 ,TONS ,104243000
1996 ,261999 ,ALMONDS ALL ,47 ,Merced ,71736 ,0.59 ,42324 ,4200 ,TONS ,177761000
1996 ,261999 ,ALMONDS ALL ,67 ,Sacramento ,170 ,0.50 ,85 ,4200 ,TONS ,357000
1996 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,40507 ,0.59 ,23899 ,4161 ,TONS ,99444000
1996 ,261999 ,ALMONDS ALL ,95 ,Solano ,1338 ,0.30 ,405 ,3485 ,TONS ,1411400
1996 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,83600 ,0.59 ,49300 ,4200 ,TONS ,207060000
1996 ,261999 ,ALMONDS ALL ,101 ,Sutter ,3258 ,0.50 ,1629 ,4119 ,TONS ,6710300
1996 ,261999 ,ALMONDS ALL ,103 ,Tehama ,5999 ,0.66 ,3959 ,4022 ,TONS ,15925000
1996 ,261999 ,ALMONDS ALL ,107 ,Tulare ,12690 ,0.82 ,10400 ,4480 ,TONS ,46592000
1996 ,261999 ,ALMONDS ALL ,113 ,Yolo ,4694 ,0.56 ,2616 ,4466 ,TONS ,11683000
1996 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1222 ,0.42 ,513 ,4503 ,TONS ,2310000
1996 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,1877 ,  ,  ,  ,  ,890300
1996 ,261999 ,ALMONDS ALL , 999, State Totals,454803 ,0.62 ,280448 ,4163 ,    ,1168269000
1996 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,659 ,9.24 ,6090 ,419 ,TONS ,2552000
1996 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,351 ,  ,  ,  ,  ,1339400
1996 ,333999 ,ANISE (FENNEL) , 999, State Totals,1010 ,9.24 ,6090 ,419 ,    ,3891400
1996 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,8600 ,28 ,EACH ,242700
1996 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,8600 ,28 ,    ,242700
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,6000 ,5 ,LBS ,30000
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,98000 ,7 ,LBS ,692000
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,12750 ,7 ,LBS ,90000
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,23000 ,5 ,LBS ,118000
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,5576 ,14 ,LBS ,76200
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,3600 ,4 ,LBS ,14400
1996 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,7700 ,9 ,LBS ,65500
