Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1991 ,172299 ,  ,21 ,Glenn ,2524 ,0.17 ,439 ,2563 ,TONS ,1125000
1991 ,172299 ,  ,991 ,Sum of Others ,883 ,  ,  ,  ,  ,237660
1991 ,172299 ,  , 999, State Totals,3407 ,0.17 ,439 ,2563 ,    ,1362660
1991 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,33267 ,52 ,TONS ,1730000
1991 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,11700 ,56 ,TONS ,655000
1991 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,39200 ,57 ,TONS ,2234000
1991 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,8128 ,53 ,TONS ,431000
1991 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,118000 ,66 ,TONS ,7732000
1991 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1071 ,68 ,TONS ,73000
1991 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,52440 ,63 ,TONS ,3304000
1991 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,74000 ,53 ,TONS ,3929000
1991 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,50000 ,53 ,TONS ,2647000
1991 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,368 ,35 ,TONS ,12900
1991 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,90200 ,53 ,TONS ,4781000
1991 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,356 ,54 ,TONS ,19200
1991 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,20900 ,68 ,TONS ,1421000
1991 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1068 ,52 ,TONS ,55500
1991 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,500698 ,58 ,    ,29024600
1991 ,261999 ,ALMONDS ALL ,7 ,Butte ,35019 ,0.76 ,26614 ,2201 ,TONS ,58578000
1991 ,261999 ,ALMONDS ALL ,11 ,Colusa ,17000 ,0.55 ,9350 ,2000 ,TONS ,18700000
1991 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,80 ,0.04 ,3 ,2000 ,TONS ,6000
1991 ,261999 ,ALMONDS ALL ,19 ,Fresno ,25783 ,0.76 ,19600 ,2300 ,TONS ,45080000
1991 ,261999 ,ALMONDS ALL ,21 ,Glenn ,15121 ,0.43 ,6502 ,2200 ,TONS ,14304000
1991 ,261999 ,ALMONDS ALL ,29 ,Kern ,66811 ,0.79 ,52800 ,2319 ,TONS ,122452000
1991 ,261999 ,ALMONDS ALL ,31 ,Kings ,1900 ,0.63 ,1197 ,2252 ,TONS ,2696000
