Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
2000 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,27969 ,70 ,TON ,1958000
2000 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,18530 ,70 ,TON ,1297000
2000 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,85700 ,77 ,TON ,6599000
2000 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,16790 ,80 ,TON ,1343000
2000 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,143000 ,70 ,TON ,10020000
2000 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1297 ,75 ,TON ,97000
2000 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,63308 ,75 ,TON ,4748000
2000 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,103309 ,74 ,TON ,7671000
2000 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,91000 ,75 ,TON ,6819000
2000 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,576 ,50 ,TON ,28800
2000 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,96900 ,68 ,TON ,6628000
2000 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,846 ,55 ,TON ,46500
2000 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,31400 ,75 ,TON ,2355000
2000 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,614 ,70 ,TON ,43000
2000 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,681239 ,73 ,    ,49653300
2000 ,261999 ,ALMONDS ALL ,7 ,Butte ,36095 ,0.62 ,22375 ,2125 ,TON ,47547000
2000 ,261999 ,ALMONDS ALL ,11 ,Colusa ,21800 ,0.68 ,14824 ,1900 ,TON ,28166000
2000 ,261999 ,ALMONDS ALL ,19 ,Fresno ,57350 ,0.83 ,47600 ,2340 ,TON ,111384000
2000 ,261999 ,ALMONDS ALL ,21 ,Glenn ,25433 ,0.53 ,13432 ,2069 ,TON ,27791000
2000 ,261999 ,ALMONDS ALL ,29 ,Kern ,82572 ,0.78 ,64800 ,2041 ,TON ,132264000
2000 ,261999 ,ALMONDS ALL ,31 ,Kings ,1796 ,0.70 ,1257 ,2445 ,TON ,3073000
2000 ,261999 ,ALMONDS ALL ,39 ,Madera ,47600 ,0.70 ,33320 ,2040 ,TON ,67973000
2000 ,261999 ,ALMONDS ALL ,47 ,Merced ,77314 ,0.61 ,47386 ,2000 ,TON ,94771000
2000 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,41800 ,0.87 ,36400 ,2399 ,TON ,87306000
2000 ,261999 ,ALMONDS ALL ,95 ,Solano ,1531 ,0.30 ,461 ,1731 ,TON ,798000
2000 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,88900 ,0.70 ,62200 ,2070 ,TON ,128754000
2000 ,261999 ,ALMONDS ALL ,101 ,Sutter ,5549 ,0.61 ,3385 ,1838 ,TON ,6220200
2000 ,261999 ,ALMONDS ALL ,103 ,Tehama ,6594 ,0.55 ,3627 ,2140 ,TON ,7761800
2000 ,261999 ,ALMONDS ALL ,107 ,Tulare ,15737 ,0.79 ,12400 ,1960 ,TON ,24304000
2000 ,261999 ,ALMONDS ALL ,113 ,Yolo ,5552 ,0.41 ,2276 ,1945 ,TON ,4427000
2000 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1142 ,0.43 ,491 ,2200 ,TON ,1080000
2000 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,2 ,  ,  ,  ,  ,3600
2000 ,261999 ,ALMONDS ALL , 999, State Totals,516767 ,0.71 ,366234 ,2112 ,    ,773623600
2000 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,820 ,8.29 ,6800 ,478 ,TON ,3248000
2000 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,2 ,  ,  ,  ,  ,38300
2000 ,333999 ,ANISE (FENNEL) , 999, State Totals,822 ,8.29 ,6800 ,478 ,    ,3286300
2000 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,7222 ,33 ,EACH ,236700
2000 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,7222 ,33 ,    ,236700
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,6000 ,6 ,LBS ,36000
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,130000 ,6 ,LBS ,739000
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,76000 ,8 ,LBS ,611000
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,19868 ,5 ,LBS ,108700
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,4900 ,16 ,LBS ,76000
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,1200 ,5 ,LBS ,6000
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,6930 ,5 ,LBS ,36400
2000 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,244898 ,7 ,    ,1613100
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,34000 ,8 ,EACH ,255000
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,107000 ,8 ,EACH ,803000
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,26500 ,6 ,EACH ,156000
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,200 ,2 ,EACH ,400
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,135473 ,8 ,EACH ,1020100
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,95 ,Solano ,  ,  ,17000 ,10 ,EACH ,161500
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,4000 ,6 ,EACH ,25400
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,32400 ,8 ,EACH ,259200
2000 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,356573 ,8 ,    ,2680600
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,7 ,Butte ,  ,  ,  ,  ,  ,540000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,9 ,Calaveras ,  ,  ,  ,  ,  ,231500
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,17 ,El Dorado ,  ,  ,2800 ,85 ,COL ,238000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,29 ,Kern ,  ,  ,  ,  ,  ,238000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,43 ,Mariposa ,  ,  ,  ,  ,  ,45600
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,59 ,Orange ,  ,  ,  ,  ,  ,5500
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,61 ,Placer ,  ,  ,  ,  ,  ,443100
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,67 ,Sacramento ,  ,  ,  ,  ,  ,65000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,73 ,San Diego ,  ,  ,  ,  ,  ,133600
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,97 ,Sonoma ,  ,  ,  ,  ,  ,129100
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,103 ,Tehama ,  ,  ,  ,  ,  ,765000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,109 ,Tuolumne ,  ,  ,  ,  ,  ,202100
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,113 ,Yolo ,  ,  ,  ,  ,  ,1085000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,115 ,Yuba ,  ,  ,  ,  ,  ,52000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,991 ,Sum of Others ,  ,  ,  ,  ,  ,826000
2000 ,489999 ,APIARY PRODUCTS BEES UNSPEC , 999, State Totals,0 ,  ,2800 ,85 ,    ,4999500
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,1 ,Alameda ,  ,  ,1350 ,2 ,LBS ,2700
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,400 ,2 ,LBS ,800
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,42700 ,1 ,LBS ,53000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,12000 ,1 ,LBS ,13000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,56734 ,1 ,LBS ,65000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,559000 ,1 ,LBS ,743000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,45469 ,1 ,LBS ,55000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,27212 ,2 ,LBS ,52000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,39 ,Madera ,  ,  ,14500 ,1 ,LBS ,17000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,47 ,Merced ,  ,  ,52000 ,2 ,LBS ,81000
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,53 ,Monterey ,  ,  ,990 ,2 ,LBS ,2100
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,65 ,Riverside ,  ,  ,123000 ,1 ,LBS ,153800
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,71 ,San Bernardino ,  ,  ,24500 ,1 ,LBS ,29400
2000 ,482999 ,APIARY PRODUCTS BEESWAX ,73 ,San Diego ,  ,  ,  ,  ,  ,22100
