Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
2003 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,39167 ,70.01 ,TON ,2742000
2003 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,30750 ,70.02 ,TON ,2153000
2003 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,148000 ,83.00 ,TON ,12284000
2003 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,23661 ,77.00 ,TON ,1822000
2003 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,198000 ,67.89 ,TON ,13443000
2003 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,6761 ,81.05 ,TON ,548000
2003 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,98587 ,78.00 ,TON ,7690000
2003 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,141497 ,76.16 ,TON ,10776000
2003 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,98400 ,75.03 ,TON ,7383000
2003 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,1511 ,52.02 ,TON ,78600
2003 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,94100 ,75.01 ,TON ,7058000
2003 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,978 ,73.93 ,TON ,72300
2003 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,40400 ,85.00 ,TON ,3434000
2003 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,908 ,70.48 ,TON ,64000
2003 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,922720 ,75.37 ,    ,69547900
2003 ,261999 ,ALMONDS ALL ,7 ,Butte ,39168 ,0.80 ,31334 ,2778.00 ,TON ,87046000
2003 ,261999 ,ALMONDS ALL ,11 ,Colusa ,23240 ,1.05 ,24402 ,3000.00 ,TON ,73206000
2003 ,261999 ,ALMONDS ALL ,19 ,Fresno ,65018 ,1.07 ,69600 ,2720.00 ,TON ,189312000
2003 ,261999 ,ALMONDS ALL ,21 ,Glenn ,28729 ,0.66 ,18929 ,2803.11 ,TON ,53060000
2003 ,261999 ,ALMONDS ALL ,29 ,Kern ,89936 ,1.14 ,102300 ,2610.57 ,TON ,267061000
2003 ,261999 ,ALMONDS ALL ,31 ,Kings ,9365 ,0.68 ,6368 ,2548.99 ,TON ,16232000
2003 ,261999 ,ALMONDS ALL ,39 ,Madera ,55200 ,0.94 ,51888 ,2986.99 ,TON ,154989000
2003 ,261999 ,ALMONDS ALL ,47 ,Merced ,85476 ,0.81 ,69236 ,3059.98 ,TON ,211861000
2003 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,42800 ,0.92 ,39400 ,3197.89 ,TON ,125997000
2003 ,261999 ,ALMONDS ALL ,95 ,Solano ,1997 ,0.61 ,1209 ,2663.69 ,TON ,3220400
2003 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,93800 ,0.94 ,88200 ,2720.00 ,TON ,239904000
2003 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4300 ,0.91 ,3913 ,2317.68 ,TON ,9069100
2003 ,261999 ,ALMONDS ALL ,103 ,Tehama ,7268 ,0.80 ,5814 ,2800.19 ,TON ,16280300
2003 ,261999 ,ALMONDS ALL ,107 ,Tulare ,15954 ,0.92 ,14700 ,3000.00 ,TON ,44100000
2003 ,261999 ,ALMONDS ALL ,113 ,Yolo ,6038 ,0.79 ,4770 ,2561.84 ,TON ,12220000
2003 ,261999 ,ALMONDS ALL ,115 ,Yuba ,995 ,0.73 ,726 ,2801.65 ,TON ,2034000
2003 ,261999 ,ALMONDS ALL , 999, State Totals,569284 ,0.94 ,532789 ,2825.87 ,    ,1505591800
2003 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,636 ,12.58 ,8000 ,483.75 ,TON ,3870000
2003 ,333999 ,ANISE (FENNEL) , 999, State Totals,636 ,12.58 ,8000 ,483.75 ,    ,3870000
2003 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,3340 ,36.20 ,EACH ,120900
2003 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,3340 ,36.20 ,    ,120900
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,7000 ,7.00 ,LBS ,49000
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,134000 ,5.93 ,LBS ,795000
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,89600 ,8.23 ,LBS ,737000
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,30400 ,8.89 ,LBS ,270300
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,1200 ,6.67 ,LBS ,8000
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,9900 ,8.00 ,LBS ,79200
2003 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,272100 ,7.12 ,    ,1938500
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,35000 ,8.00 ,EACH ,280000
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,129000 ,8.23 ,EACH ,1062000
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,37200 ,7.42 ,EACH ,276000
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,  ,  ,  ,4500
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,134900 ,7.87 ,EACH ,1061700
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,2780 ,7.01 ,EACH ,19500
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,66000 ,12.50 ,EACH ,825000
2003 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,404880 ,8.70 ,    ,3528700
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,7 ,Butte ,  ,  ,  ,  ,  ,464000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,9 ,Calaveras ,  ,  ,  ,  ,  ,380000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,17 ,El Dorado ,  ,  ,  ,  ,  ,418000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,29 ,Kern ,  ,  ,  ,  ,  ,29000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,37 ,Los Angeles ,  ,  ,  ,  ,  ,4000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,43 ,Mariposa ,  ,  ,  ,  ,  ,39700
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,59 ,Orange ,  ,  ,  ,  ,  ,4500
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,61 ,Placer ,  ,  ,  ,  ,  ,150000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,67 ,Sacramento ,  ,  ,  ,  ,  ,51000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,73 ,San Diego ,  ,  ,  ,  ,  ,274200
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,95 ,Solano ,  ,  ,  ,  ,  ,421300
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,97 ,Sonoma ,  ,  ,  ,  ,  ,113100
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,103 ,Tehama ,  ,  ,  ,  ,  ,2195000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,109 ,Tuolumne ,  ,  ,  ,  ,  ,366600
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,113 ,Yolo ,  ,  ,  ,  ,  ,1500000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,115 ,Yuba ,  ,  ,  ,  ,  ,50000
2003 ,489999 ,APIARY PRODUCTS BEES UNSPEC , 999, State Totals,0 ,  ,0 ,  ,    ,6460400
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,200 ,3.50 ,LBS ,700
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,52900 ,1.15 ,LBS ,60800
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,7000 ,1.57 ,LBS ,11000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,82959 ,1.18 ,LBS ,98000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,544000 ,1.30 ,LBS ,707000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,21767 ,1.06 ,LBS ,23000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,17800 ,2.70 ,LBS ,48000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,39 ,Madera ,  ,  ,12400 ,0.97 ,LBS ,12000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,47 ,Merced ,  ,  ,54128 ,1.26 ,LBS ,68000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,53 ,Monterey ,  ,  ,1350 ,2.00 ,LBS ,2700
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,65 ,Riverside ,  ,  ,31820 ,1.00 ,LBS ,31800
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,73 ,San Diego ,  ,  ,  ,  ,  ,40300
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,77 ,San Joaquin ,  ,  ,3022 ,0.99 ,LBS ,3000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,81 ,San Mateo ,  ,  ,700 ,2.86 ,LBS ,2000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,89 ,Shasta ,  ,  ,46050 ,1.56 ,LBS ,71800
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,99 ,Stanislaus ,  ,  ,4300 ,1.23 ,LBS ,5300
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,101 ,Sutter ,  ,  ,935 ,0.96 ,LBS ,900
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,107 ,Tulare ,  ,  ,113000 ,1.23 ,LBS ,139000
2003 ,482999 ,APIARY PRODUCTS BEESWAX ,111 ,Ventura ,  ,  ,5851 ,2.39 ,  ,14000
2003 ,482999 ,APIARY PRODUCTS BEESWAX , 999, State Totals,0 ,  ,1000182 ,1.30 ,    ,1339300
2003 ,481999 ,APIARY PRODUCTS HONEY ,11 ,Colusa ,  ,  ,6000 ,1.33 ,LBS ,8000
2003 ,481999 ,APIARY PRODUCTS HONEY ,13 ,Contra Costa ,  ,  ,48000 ,4.00 ,LBS ,192000
2003 ,481999 ,APIARY PRODUCTS HONEY ,19 ,Fresno ,  ,  ,1970000 ,1.37 ,LBS ,2699000
2003 ,481999 ,APIARY PRODUCTS HONEY ,21 ,Glenn ,  ,  ,152000 ,1.49 ,LBS ,226000
2003 ,481999 ,APIARY PRODUCTS HONEY ,25 ,Imperial ,  ,  ,2824604 ,1.39 ,LBS ,3926000
2003 ,481999 ,APIARY PRODUCTS HONEY ,27 ,Inyo ,  ,  ,185000 ,1.55 ,LBS ,286000
2003 ,481999 ,APIARY PRODUCTS HONEY ,29 ,Kern ,  ,  ,4353000 ,1.42 ,LBS ,6181000
2003 ,481999 ,APIARY PRODUCTS HONEY ,31 ,Kings ,  ,  ,1305992 ,1.35 ,LBS ,1763000
2003 ,481999 ,APIARY PRODUCTS HONEY ,37 ,Los Angeles ,  ,  ,393000 ,1.82 ,LBS ,715000
2003 ,481999 ,APIARY PRODUCTS HONEY ,39 ,Madera ,  ,  ,659000 ,1.31 ,LBS ,863000
2003 ,481999 ,APIARY PRODUCTS HONEY ,43 ,Mariposa ,  ,  ,148000 ,1.44 ,LBS ,213000
2003 ,481999 ,APIARY PRODUCTS HONEY ,47 ,Merced ,  ,  ,3518350 ,1.37 ,LBS ,4820000
2003 ,481999 ,APIARY PRODUCTS HONEY ,53 ,Monterey ,  ,  ,26250 ,1.32 ,LBS ,34700
2003 ,481999 ,APIARY PRODUCTS HONEY ,59 ,Orange ,  ,  ,192221 ,1.37 ,LBS ,263300
2003 ,481999 ,APIARY PRODUCTS HONEY ,65 ,Riverside ,  ,  ,1909200 ,1.25 ,LBS ,2386500
2003 ,481999 ,APIARY PRODUCTS HONEY ,71 ,San Bernardino ,  ,  ,1612300 ,1.47 ,LBS ,2364600
2003 ,481999 ,APIARY PRODUCTS HONEY ,73 ,San Diego ,  ,  ,  ,  ,  ,2165600
2003 ,481999 ,APIARY PRODUCTS HONEY ,77 ,San Joaquin ,  ,  ,181000 ,1.30 ,LBS ,235300
2003 ,481999 ,APIARY PRODUCTS HONEY ,81 ,San Mateo ,  ,  ,50000 ,1.60 ,LBS ,80000
2003 ,481999 ,APIARY PRODUCTS HONEY ,89 ,Shasta ,  ,  ,1446500 ,1.48 ,LBS ,2140800
2003 ,481999 ,APIARY PRODUCTS HONEY ,99 ,Stanislaus ,  ,  ,259000 ,1.39 ,LBS ,360000
2003 ,481999 ,APIARY PRODUCTS HONEY ,101 ,Sutter ,  ,  ,236907 ,1.22 ,LBS ,289000
2003 ,481999 ,APIARY PRODUCTS HONEY ,107 ,Tulare ,  ,  ,16671000 ,1.53 ,LBS ,25572000
2003 ,481999 ,APIARY PRODUCTS HONEY ,111 ,Ventura ,  ,  ,757419 ,1.47 ,LBS ,1115000
2003 ,481999 ,APIARY PRODUCTS HONEY , 999, State Totals,0 ,  ,38904743 ,1.46 ,    ,58898800
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,7 ,Butte ,  ,  ,48000 ,45.00 ,COL ,2160000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,11 ,Colusa ,  ,  ,44000 ,43.50 ,COL ,1914000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,13 ,Contra Costa ,  ,  ,600 ,50.00 ,COL ,30000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,19 ,Fresno ,  ,  ,189300 ,43.87 ,COL ,8304000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,21 ,Glenn ,  ,  ,  ,  ,  ,2411000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,25 ,Imperial ,  ,  ,53722 ,26.53 ,COL ,1425000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,29 ,Kern ,  ,  ,201000 ,50.25 ,COL ,10101000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,31 ,Kings ,  ,  ,27776 ,44.64 ,COL ,1240000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,39 ,Madera ,  ,  ,151000 ,51.40 ,COL ,7761000
2003 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,47 ,Merced ,  ,  ,177477 ,46.69 ,COL ,8286000
