Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1999 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,28370 ,54 ,TON ,1532000
1999 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,14990 ,80 ,TON ,1199000
1999 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,117000 ,57 ,TON ,6669000
1999 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,13918 ,80 ,TON ,1114000
1999 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,166000 ,55 ,TON ,9142000
1999 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1293 ,68 ,TON ,88000
1999 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,88658 ,60 ,TON ,5319000
1999 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,121901 ,59 ,TON ,7132000
1999 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,108000 ,44 ,TON ,4778000
1999 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,761 ,60 ,TON ,45600
1999 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,115000 ,49 ,TON ,5607000
1999 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,974 ,70 ,TON ,68200
1999 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,39400 ,60 ,TON ,2364000
1999 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1083 ,70 ,TON ,76000
1999 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,817348 ,55 ,    ,45133800
1999 ,261999 ,ALMONDS ALL ,7 ,Butte ,37207 ,0.61 ,22696 ,1650 ,TON ,37449000
1999 ,261999 ,ALMONDS ALL ,11 ,Colusa ,20550 ,0.59 ,12125 ,1700 ,TON ,20612000
1999 ,261999 ,ALMONDS ALL ,19 ,Fresno ,57125 ,1.08 ,61700 ,1820 ,TON ,112294000
1999 ,261999 ,ALMONDS ALL ,21 ,Glenn ,22562 ,0.49 ,11135 ,1676 ,TON ,18662000
1999 ,261999 ,ALMONDS ALL ,29 ,Kern ,88947 ,0.88 ,78400 ,1711 ,TON ,134161000
1999 ,261999 ,ALMONDS ALL ,31 ,Kings ,1959 ,0.90 ,1763 ,1596 ,TON ,2813000
1999 ,261999 ,ALMONDS ALL ,39 ,Madera ,46200 ,1.01 ,46662 ,1734 ,TON ,80912000
1999 ,261999 ,ALMONDS ALL ,47 ,Merced ,77461 ,0.86 ,66685 ,1800 ,TON ,120033000
1999 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,41200 ,1.05 ,43200 ,1616 ,TON ,69801000
1999 ,261999 ,ALMONDS ALL ,95 ,Solano ,1506 ,0.40 ,609 ,1575 ,TON ,959300
1999 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,88400 ,0.99 ,87500 ,1572 ,TON ,137511000
1999 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4476 ,0.87 ,3894 ,1600 ,TON ,6230400
